Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,260920
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,4990632
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,836
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 15:00:00,08/22/16 16:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,684
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 15:00:00,08/22/16 16:00:00,2058
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 15:00:00,08/22/16 16:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,5553638
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 15:00:00,08/22/16 16:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,912
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 15:00:00,08/22/16 16:00:00,5368709120
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 15:00:00,08/22/16 16:00:00,473273
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 16:00:00,08/22/16 17:00:00,2
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,228
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 16:00:00,08/22/16 17:00:00,1
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 16:00:00,08/22/16 17:00:00,570327040
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 16:00:00,08/22/16 17:00:00,5368709120
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,263610
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 16:00:00,08/22/16 17:00:00,1520
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,467291
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,5484016
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 16:00:00,08/22/16 17:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,912
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 16:00:00,08/22/16 17:00:00,26315
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,5000420
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 16:00:00,08/22/16 17:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 16:00:00,08/22/16 17:00:00,2044
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,912
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 16:00:00,08/22/16 17:00:00,684
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 17:00:00,08/22/16 18:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 17:00:00,08/22/16 18:00:00,5368709120
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 17:00:00,08/22/16 18:00:00,1494
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 17:00:00,08/22/16 18:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,228
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 17:00:00,08/22/16 18:00:00,24435
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 17:00:00,08/22/16 18:00:00,570327040
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,760
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,267676
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,467969
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,5062237
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 17:00:00,08/22/16 18:00:00,2032
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,5469403
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 17:00:00,08/22/16 18:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 17:00:00,08/22/16 18:00:00,228
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 17:00:00,08/22/16 18:00:00,2
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,304
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 18:00:00,08/22/16 19:00:00,2039
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 18:00:00,08/22/16 19:00:00,570327040
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,5479950
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 18:00:00,08/22/16 19:00:00,5368709120
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,304
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 18:00:00,08/22/16 19:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,462708
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,836
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 18:00:00,08/22/16 19:00:00,1499
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,912
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 18:00:00,08/22/16 19:00:00,24842
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 18:00:00,08/22/16 19:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,4927767
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 18:00:00,08/22/16 19:00:00,2
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,912
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 18:00:00,08/22/16 19:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,249942
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 18:00:00,08/22/16 19:00:00,836
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 19:00:00,08/22/16 20:00:00,26364
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,684
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,684
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 19:00:00,08/22/16 20:00:00,5368709120
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,465171
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,684
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 19:00:00,08/22/16 20:00:00,2064
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,228
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 19:00:00,08/22/16 20:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,259845
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 19:00:00,08/22/16 20:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,608
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,4933889
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 19:00:00,08/22/16 20:00:00,1506
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 19:00:00,08/22/16 20:00:00,2
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 19:00:00,08/22/16 20:00:00,5480386
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 19:00:00,08/22/16 20:00:00,570327040
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 19:00:00,08/22/16 20:00:00,1
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 20:00:00,08/22/16 21:00:00,24221
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 20:00:00,08/22/16 21:00:00,570327040
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 20:00:00,08/22/16 21:00:00,1513
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 20:00:00,08/22/16 21:00:00,5368709120
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 20:00:00,08/22/16 21:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 20:00:00,08/22/16 21:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,262400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,912
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 20:00:00,08/22/16 21:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,304
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,5036018
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 20:00:00,08/22/16 21:00:00,2041
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 20:00:00,08/22/16 21:00:00,2
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,912
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,5466859
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 20:00:00,08/22/16 21:00:00,464332
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,5413283
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,228
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,228
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,253611
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 21:00:00,08/22/16 22:00:00,2
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 21:00:00,08/22/16 22:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,608
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 21:00:00,08/22/16 22:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 21:00:00,08/22/16 22:00:00,1469
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,457587
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,684
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 21:00:00,08/22/16 22:00:00,24624
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 21:00:00,08/22/16 22:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 21:00:00,08/22/16 22:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 21:00:00,08/22/16 22:00:00,4903129
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 21:00:00,08/22/16 22:00:00,2039
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 22:00:00,08/22/16 23:00:00,107374182400
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 22:00:00,08/22/16 23:00:00,26617
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,304
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,5055072
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 22:00:00,08/22/16 23:00:00,2041
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,449573
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 22:00:00,08/22/16 23:00:00,570327040
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,684
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 22:00:00,08/22/16 23:00:00,2
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,836
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,304
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 22:00:00,08/22/16 23:00:00,1
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 22:00:00,08/22/16 23:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,760
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 22:00:00,08/22/16 23:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 22:00:00,08/22/16 23:00:00,1509
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,268242
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 22:00:00,08/22/16 23:00:00,5443535
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/22/16 23:00:00,08/23/16 00:00:00,570327040
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/22/16 23:00:00,08/23/16 00:00:00,2058
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,476455
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,259640
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/22/16 23:00:00,08/23/16 00:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,912
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/22/16 23:00:00,08/23/16 00:00:00,5368709120
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,912
AmazonRDS,Not Applicable,USW2-RDS:ChargedBackupUsage,,08/22/16 23:00:00,08/23/16 00:00:00,77982597120
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/22/16 23:00:00,08/23/16 00:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/22/16 23:00:00,08/23/16 00:00:00,107374182400
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/22/16 23:00:00,08/23/16 00:00:00,1498
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,760
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/22/16 23:00:00,08/23/16 00:00:00,2
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,5573462
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,4987032
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/22/16 23:00:00,08/23/16 00:00:00,228
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/22/16 23:00:00,08/23/16 00:00:00,24353
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/23/16 00:00:00,08/23/16 01:00:00,2
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/23/16 00:00:00,08/23/16 01:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,608
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/23/16 00:00:00,08/23/16 01:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,684
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,5395359
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/23/16 00:00:00,08/23/16 01:00:00,2058
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,228
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/23/16 00:00:00,08/23/16 01:00:00,570327040
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/23/16 00:00:00,08/23/16 01:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,228
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,254436
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,453695
AmazonRDS,Not Applicable,USW2-RDS:TotalBackupUsage,,08/23/16 00:00:00,08/23/16 01:00:00,2654962974720
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/23/16 00:00:00,08/23/16 01:00:00,1468
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/23/16 00:00:00,08/23/16 01:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/23/16 00:00:00,08/23/16 01:00:00,4995519
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/23/16 00:00:00,08/23/16 01:00:00,25614
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,912
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/23/16 01:00:00,08/23/16 02:00:00,25364
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/23/16 01:00:00,08/23/16 02:00:00,2065
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,474977
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/23/16 01:00:00,08/23/16 02:00:00,570327040
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,4939490
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,250358
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,5546187
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/23/16 01:00:00,08/23/16 02:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,304
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,304
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/23/16 01:00:00,08/23/16 02:00:00,1499
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/23/16 01:00:00,08/23/16 02:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/23/16 01:00:00,08/23/16 02:00:00,912
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/23/16 01:00:00,08/23/16 02:00:00,2
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/23/16 01:00:00,08/23/16 02:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/23/16 01:00:00,08/23/16 02:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,263760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/23/16 02:00:00,08/23/16 03:00:00,5368709120
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,836
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,228
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/23/16 02:00:00,08/23/16 03:00:00,24301
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,5467164
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/23/16 02:00:00,08/23/16 03:00:00,1
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/23/16 02:00:00,08/23/16 03:00:00,2026
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,684
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,836
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,5054494
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,456
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/23/16 02:00:00,08/23/16 03:00:00,570327040
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,465503
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/23/16 02:00:00,08/23/16 03:00:00,2
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/23/16 02:00:00,08/23/16 03:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/23/16 02:00:00,08/23/16 03:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/23/16 02:00:00,08/23/16 03:00:00,1
