Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/12/16 22:00:00,08/12/16 23:00:00,684
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/12/16 22:00:00,08/12/16 23:00:00,5545295
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/12/16 22:00:00,08/12/16 23:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/12/16 22:00:00,08/12/16 23:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,458236
AmazonRDS,Not Applicable,USW2-RDS:ChargedBackupUsage,,08/12/16 23:00:00,08/13/16 00:00:00,74301571072
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,836
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/12/16 23:00:00,08/13/16 00:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,5365163
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/12/16 23:00:00,08/13/16 00:00:00,2053
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/12/16 23:00:00,08/13/16 00:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/12/16 23:00:00,08/13/16 00:00:00,228
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,228
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,5452130
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,684
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 00:00:00,08/13/16 01:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:TotalBackupUsage,,08/13/16 00:00:00,08/13/16 01:00:00,2651281948672
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,462640
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 00:00:00,08/13/16 01:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 00:00:00,08/13/16 01:00:00,760
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 00:00:00,08/13/16 01:00:00,2031
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,304
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,464819
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,5448725
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 01:00:00,08/13/16 02:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 01:00:00,08/13/16 02:00:00,684
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 01:00:00,08/13/16 02:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 01:00:00,08/13/16 02:00:00,2033
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,465339
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,228
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 02:00:00,08/13/16 03:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,608
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 02:00:00,08/13/16 03:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,5462917
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 02:00:00,08/13/16 03:00:00,2067
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 02:00:00,08/13/16 03:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 03:00:00,08/13/16 04:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,457189
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,304
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 03:00:00,08/13/16 04:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,760
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 03:00:00,08/13/16 04:00:00,2056
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 03:00:00,08/13/16 04:00:00,5370558
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,466503
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,228
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 04:00:00,08/13/16 05:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,836
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,5460266
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 04:00:00,08/13/16 05:00:00,2021
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 04:00:00,08/13/16 05:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 04:00:00,08/13/16 05:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,5535040
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,228
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,472725
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 05:00:00,08/13/16 06:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 05:00:00,08/13/16 06:00:00,2052
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 05:00:00,08/13/16 06:00:00,684
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 05:00:00,08/13/16 06:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,304
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 06:00:00,08/13/16 07:00:00,1
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 06:00:00,08/13/16 07:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,5463683
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,836
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 06:00:00,08/13/16 07:00:00,2063
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 06:00:00,08/13/16 07:00:00,467635
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,608
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,228
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 07:00:00,08/13/16 08:00:00,1
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 07:00:00,08/13/16 08:00:00,2052
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,454732
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 07:00:00,08/13/16 08:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 07:00:00,08/13/16 08:00:00,5374464
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,5620419
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,493219
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,304
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 08:00:00,08/13/16 09:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 08:00:00,08/13/16 09:00:00,2189
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,608
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 08:00:00,08/13/16 09:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 08:00:00,08/13/16 09:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 09:00:00,08/13/16 10:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,684
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 09:00:00,08/13/16 10:00:00,2059
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,5463072
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 09:00:00,08/13/16 10:00:00,466919
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 09:00:00,08/13/16 10:00:00,1
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 10:00:00,08/13/16 11:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 10:00:00,08/13/16 11:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,454950
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 10:00:00,08/13/16 11:00:00,1994
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,5386862
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 10:00:00,08/13/16 11:00:00,304
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,836
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 11:00:00,08/13/16 12:00:00,2058
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 11:00:00,08/13/16 12:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,5454582
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,462159
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 11:00:00,08/13/16 12:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 11:00:00,08/13/16 12:00:00,836
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,5536329
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 12:00:00,08/13/16 13:00:00,2061
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,760
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 12:00:00,08/13/16 13:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,470533
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,228
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 12:00:00,08/13/16 13:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 12:00:00,08/13/16 13:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,463180
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 13:00:00,08/13/16 14:00:00,2055
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,304
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 13:00:00,08/13/16 14:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,684
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 13:00:00,08/13/16 14:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,5463148
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 13:00:00,08/13/16 14:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 14:00:00,08/13/16 15:00:00,2019
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 14:00:00,08/13/16 15:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,5450754
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 14:00:00,08/13/16 15:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,464248
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 14:00:00,08/13/16 15:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 15:00:00,08/13/16 16:00:00,2037
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,5466268
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,228
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,460710
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 15:00:00,08/13/16 16:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 15:00:00,08/13/16 16:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 15:00:00,08/13/16 16:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,465436
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,5455921
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 16:00:00,08/13/16 17:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,760
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 16:00:00,08/13/16 17:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,304
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 16:00:00,08/13/16 17:00:00,304
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 16:00:00,08/13/16 17:00:00,2087
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,464743
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,5454191
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 17:00:00,08/13/16 18:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 17:00:00,08/13/16 18:00:00,684
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 17:00:00,08/13/16 18:00:00,1
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 17:00:00,08/13/16 18:00:00,2025
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,465900
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,760
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 18:00:00,08/13/16 19:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,5466228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,608
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 18:00:00,08/13/16 19:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 18:00:00,08/13/16 19:00:00,2034
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 18:00:00,08/13/16 19:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,466023
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 19:00:00,08/13/16 20:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,228
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,5458788
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,836
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 19:00:00,08/13/16 20:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,760
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 19:00:00,08/13/16 20:00:00,2068
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 19:00:00,08/13/16 20:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,304
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,304
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 20:00:00,08/13/16 21:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,458421
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 20:00:00,08/13/16 21:00:00,2048
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 20:00:00,08/13/16 21:00:00,5382234
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 20:00:00,08/13/16 21:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,836
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,5546882
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 21:00:00,08/13/16 22:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,474845
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 21:00:00,08/13/16 22:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 21:00:00,08/13/16 22:00:00,2024
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 21:00:00,08/13/16 22:00:00,228
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/13/16 22:00:00,08/13/16 23:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,228
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/13/16 22:00:00,08/13/16 23:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,464296
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,5451302
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/13/16 22:00:00,08/13/16 23:00:00,2036
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,760
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/13/16 22:00:00,08/13/16 23:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:ChargedBackupUsage,,08/13/16 23:00:00,08/14/16 00:00:00,74333028352
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/13/16 23:00:00,08/14/16 00:00:00,304
