sep=;
2016-12-08T16:07:50.000Z;null;null
2016-12-08T16:08:00.000Z;29674.21484375;24895.201171875
2016-12-08T16:08:10.000Z;null;null
2016-12-08T16:08:20.000Z;null;null
2016-12-08T16:08:30.000Z;null;null
2016-12-08T16:08:40.000Z;null;null
2016-12-08T16:08:50.000Z;null;null
2016-12-08T16:09:00.000Z;26316.984375;8113.87109375
2016-12-08T16:09:10.000Z;null;null
2016-12-08T16:09:20.000Z;null;null
2016-12-08T16:09:30.000Z;null;null
2016-12-08T16:09:40.000Z;null;null
2016-12-08T16:09:50.000Z;null;null
2016-12-08T16:10:00.000Z;26186.916015625;7861.81298828125
2016-12-08T16:10:10.000Z;null;null
2016-12-08T16:10:20.000Z;null;null
2016-12-08T16:10:30.000Z;null;null
2016-12-08T16:10:40.000Z;null;null
2016-12-08T16:10:50.000Z;null;null
2016-12-08T16:11:00.000Z;27584.884765625;16762.404296875
2016-12-08T16:11:10.000Z;null;null
2016-12-08T16:11:20.000Z;null;null
2016-12-08T16:11:30.000Z;null;null
2016-12-08T16:11:40.000Z;null;null
2016-12-08T16:11:50.000Z;null;null
2016-12-08T16:12:00.000Z;27000.9609375;8495.36328125
2016-12-08T16:12:10.000Z;null;null
2016-12-08T16:12:20.000Z;null;null
2016-12-08T16:12:30.000Z;null;null
2016-12-08T16:12:40.000Z;null;null
2016-12-08T16:12:50.000Z;null;null
2016-12-08T16:13:00.000Z;27489.53125;8239.8583984375
2016-12-08T16:13:10.000Z;null;null
2016-12-08T16:13:20.000Z;null;null
2016-12-08T16:13:30.000Z;null;null
2016-12-08T16:13:40.000Z;null;null
2016-12-08T16:13:50.000Z;null;null
2016-12-08T16:14:00.000Z;24998.642578125;7679.32861328125
2016-12-08T16:14:10.000Z;null;null
2016-12-08T16:14:20.000Z;null;null
2016-12-08T16:14:30.000Z;null;null
2016-12-08T16:14:40.000Z;null;null
2016-12-08T16:14:50.000Z;null;null
2016-12-08T16:15:00.000Z;26831.029296875;8438.828125
2016-12-08T16:15:10.000Z;null;null
2016-12-08T16:15:20.000Z;null;null
2016-12-08T16:15:30.000Z;null;null
2016-12-08T16:15:40.000Z;null;null
2016-12-08T16:15:50.000Z;null;null
2016-12-08T16:16:00.000Z;26840.693359375;8461.1005859375
2016-12-08T16:16:10.000Z;null;null
2016-12-08T16:16:20.000Z;null;null
2016-12-08T16:16:30.000Z;null;null
2016-12-08T16:16:40.000Z;null;null
2016-12-08T16:16:50.000Z;null;null
2016-12-08T16:17:00.000Z;27180.29296875;8563.013671875
2016-12-08T16:17:10.000Z;null;null
2016-12-08T16:17:20.000Z;null;null
2016-12-08T16:17:30.000Z;null;null
2016-12-08T16:17:40.000Z;null;null
2016-12-08T16:17:50.000Z;null;null
2016-12-08T16:18:00.000Z;27220.470703125;8504.5087890625
2016-12-08T16:18:10.000Z;null;null
2016-12-08T16:18:20.000Z;null;null
2016-12-08T16:18:30.000Z;null;null
2016-12-08T16:18:40.000Z;null;null
2016-12-08T16:18:50.000Z;null;null
2016-12-08T16:19:00.000Z;32646.171875;11047.203125
2016-12-08T16:19:10.000Z;null;null
2016-12-08T16:19:20.000Z;null;null
2016-12-08T16:19:30.000Z;null;null
2016-12-08T16:19:40.000Z;null;null
2016-12-08T16:19:50.000Z;null;null
2016-12-08T16:20:00.000Z;24342.23828125;6995.7607421875
2016-12-08T16:20:10.000Z;null;null
2016-12-08T16:20:20.000Z;null;null
2016-12-08T16:20:30.000Z;null;null
2016-12-08T16:20:40.000Z;null;null
2016-12-08T16:20:50.000Z;null;null
2016-12-08T16:21:00.000Z;26775.537109375;8382.6025390625
2016-12-08T16:21:10.000Z;null;null
2016-12-08T16:21:20.000Z;null;null
2016-12-08T16:21:30.000Z;null;null
2016-12-08T16:21:40.000Z;null;null
2016-12-08T16:21:50.000Z;null;null
2016-12-08T16:22:00.000Z;27568.228515625;8756.08203125
2016-12-08T16:22:10.000Z;null;null
2016-12-08T16:22:20.000Z;null;null
2016-12-08T16:22:30.000Z;null;null
2016-12-08T16:22:40.000Z;null;null
2016-12-08T16:22:50.000Z;null;null
2016-12-08T16:23:00.000Z;28276.115234375;9327.2568359375
2016-12-08T16:23:10.000Z;null;null
2016-12-08T16:23:20.000Z;null;null
2016-12-08T16:23:30.000Z;null;null
2016-12-08T16:23:40.000Z;null;null
2016-12-08T16:23:50.000Z;null;null
2016-12-08T16:24:00.000Z;25652.109375;7574.97216796875
2016-12-08T16:24:10.000Z;null;null
2016-12-08T16:24:20.000Z;null;null
2016-12-08T16:24:30.000Z;null;null
2016-12-08T16:24:40.000Z;null;null
2016-12-08T16:24:50.000Z;null;null
2016-12-08T16:25:00.000Z;27448.8671875;8735.2470703125
2016-12-08T16:25:10.000Z;null;null
2016-12-08T16:25:20.000Z;null;null
2016-12-08T16:25:30.000Z;null;null
2016-12-08T16:25:40.000Z;null;null
2016-12-08T16:25:50.000Z;null;null
2016-12-08T16:26:00.000Z;29576.330078125;9685.1533203125
2016-12-08T16:26:10.000Z;null;null
2016-12-08T16:26:20.000Z;null;null
2016-12-08T16:26:30.000Z;null;null
2016-12-08T16:26:40.000Z;null;null
2016-12-08T16:26:50.000Z;null;null
2016-12-08T16:27:00.000Z;27522.921875;8630.849609375
2016-12-08T16:27:10.000Z;null;null
2016-12-08T16:27:20.000Z;null;null
2016-12-08T16:27:30.000Z;null;null
2016-12-08T16:27:40.000Z;null;null
2016-12-08T16:27:50.000Z;null;null
2016-12-08T16:28:00.000Z;26036.154296875;7806.060546875
2016-12-08T16:28:10.000Z;null;null
2016-12-08T16:28:20.000Z;null;null
2016-12-08T16:28:30.000Z;null;null
2016-12-08T16:28:40.000Z;null;null
2016-12-08T16:28:50.000Z;null;null
2016-12-08T16:29:00.000Z;29065.33203125;9727.4384765625
2016-12-08T16:29:10.000Z;null;null
2016-12-08T16:29:20.000Z;null;null
2016-12-08T16:29:30.000Z;null;null
2016-12-08T16:29:40.000Z;null;null
2016-12-08T16:29:50.000Z;null;null
2016-12-08T16:30:00.000Z;25337.4765625;7490.3134765625
2016-12-08T16:30:10.000Z;null;null
2016-12-08T16:30:20.000Z;null;null
2016-12-08T16:30:30.000Z;null;null
2016-12-08T16:30:40.000Z;null;null
2016-12-08T16:30:50.000Z;null;null
2016-12-08T16:31:00.000Z;28132.142578125;8855.2685546875
2016-12-08T16:31:10.000Z;null;null
2016-12-08T16:31:20.000Z;null;null
2016-12-08T16:31:30.000Z;null;null
2016-12-08T16:31:40.000Z;null;null
2016-12-08T16:31:50.000Z;null;null
2016-12-08T16:32:00.000Z;26866.791015625;8399.73046875
2016-12-08T16:32:10.000Z;null;null
2016-12-08T16:32:20.000Z;null;null
2016-12-08T16:32:30.000Z;null;null
2016-12-08T16:32:40.000Z;null;null
2016-12-08T16:32:50.000Z;null;null
2016-12-08T16:33:00.000Z;29306.46484375;9839.9638671875
2016-12-08T16:33:10.000Z;null;null
2016-12-08T16:33:20.000Z;null;null
2016-12-08T16:33:30.000Z;null;null
2016-12-08T16:33:40.000Z;null;null
2016-12-08T16:33:50.000Z;null;null
2016-12-08T16:34:00.000Z;25574.529296875;7795.60888671875
2016-12-08T16:34:10.000Z;null;null
2016-12-08T16:34:20.000Z;null;null
2016-12-08T16:34:30.000Z;null;null
2016-12-08T16:34:40.000Z;null;null
2016-12-08T16:34:50.000Z;null;null
2016-12-08T16:35:00.000Z;25906.00390625;7683.68798828125
2016-12-08T16:35:10.000Z;null;null
2016-12-08T16:35:20.000Z;null;null
2016-12-08T16:35:30.000Z;null;null
2016-12-08T16:35:40.000Z;null;null
2016-12-08T16:35:50.000Z;null;null
2016-12-08T16:36:00.000Z;30120.3046875;10102.4130859375
2016-12-08T16:36:10.000Z;null;null
2016-12-08T16:36:20.000Z;null;null
2016-12-08T16:36:30.000Z;null;null
2016-12-08T16:36:40.000Z;null;null
2016-12-08T16:36:50.000Z;null;null
2016-12-08T16:37:00.000Z;25616.14453125;7924.1728515625
2016-12-08T16:37:10.000Z;null;null
2016-12-08T16:37:20.000Z;null;null
2016-12-08T16:37:30.000Z;null;null
2016-12-08T16:37:40.000Z;null;null
2016-12-08T16:37:50.000Z;null;null
2016-12-08T16:38:00.000Z;28579.498046875;22869.822265625
2016-12-08T16:38:10.000Z;null;null
2016-12-08T16:38:20.000Z;null;null
2016-12-08T16:38:30.000Z;null;null
2016-12-08T16:38:40.000Z;null;null
2016-12-08T16:38:50.000Z;null;null
2016-12-08T16:39:00.000Z;25657.396484375;7895.82568359375
2016-12-08T16:39:10.000Z;null;null
2016-12-08T16:39:20.000Z;null;null
2016-12-08T16:39:30.000Z;null;null
2016-12-08T16:39:40.000Z;null;null
2016-12-08T16:39:50.000Z;null;null
2016-12-08T16:40:00.000Z;30571.349609375;10426.2978515625
2016-12-08T16:40:10.000Z;null;null
2016-12-08T16:40:20.000Z;null;null
2016-12-08T16:40:30.000Z;null;null
2016-12-08T16:40:40.000Z;null;null
2016-12-08T16:40:50.000Z;null;null
2016-12-08T16:41:00.000Z;26770.306640625;11469.150390625
2016-12-08T16:41:10.000Z;null;null
2016-12-08T16:41:20.000Z;null;null
2016-12-08T16:41:30.000Z;null;null
2016-12-08T16:41:40.000Z;null;null
2016-12-08T16:41:50.000Z;null;null
2016-12-08T16:42:00.000Z;28001.041015625;9089.2001953125
2016-12-08T16:42:10.000Z;null;null
2016-12-08T16:42:20.000Z;null;null
2016-12-08T16:42:30.000Z;null;null
2016-12-08T16:42:40.000Z;null;null
2016-12-08T16:42:50.000Z;null;null
2016-12-08T16:43:00.000Z;26185.712890625;7962.564453125
2016-12-08T16:43:10.000Z;null;null
2016-12-08T16:43:20.000Z;null;null
2016-12-08T16:43:30.000Z;null;null
2016-12-08T16:43:40.000Z;null;null
2016-12-08T16:43:50.000Z;null;null
2016-12-08T16:44:00.000Z;26326.822265625;11163.970703125
2016-12-08T16:44:10.000Z;null;null
2016-12-08T16:44:20.000Z;null;null
2016-12-08T16:44:30.000Z;null;null
2016-12-08T16:44:40.000Z;null;null
2016-12-08T16:44:50.000Z;null;null
2016-12-08T16:45:00.000Z;27162.41015625;8611.4609375
2016-12-08T16:45:10.000Z;null;null
2016-12-08T16:45:20.000Z;null;null
2016-12-08T16:45:30.000Z;null;null
2016-12-08T16:45:40.000Z;null;null
2016-12-08T16:45:50.000Z;null;null
2016-12-08T16:46:00.000Z;32514.525390625;20075.3203125
2016-12-08T16:46:10.000Z;null;null
2016-12-08T16:46:20.000Z;null;null
2016-12-08T16:46:30.000Z;null;null
2016-12-08T16:46:40.000Z;null;null
2016-12-08T16:46:50.000Z;null;null
2016-12-08T16:47:00.000Z;25433.3203125;7736.6064453125
2016-12-08T16:47:10.000Z;null;null
2016-12-08T16:47:20.000Z;null;null
2016-12-08T16:47:30.000Z;null;null
2016-12-08T16:47:40.000Z;null;null
2016-12-08T16:47:50.000Z;null;null
2016-12-08T16:48:00.000Z;27709.35546875;8796.396484375
2016-12-08T16:48:10.000Z;null;null
2016-12-08T16:48:20.000Z;null;null
2016-12-08T16:48:30.000Z;null;null
2016-12-08T16:48:40.000Z;null;null
2016-12-08T16:48:50.000Z;null;null
2016-12-08T16:49:00.000Z;28429.076171875;16594.427734375
2016-12-08T16:49:10.000Z;null;null
2016-12-08T16:49:20.000Z;null;null
2016-12-08T16:49:30.000Z;null;null
2016-12-08T16:49:40.000Z;null;null
2016-12-08T16:49:50.000Z;null;null
2016-12-08T16:50:00.000Z;27532.6953125;12377.51953125
2016-12-08T16:50:10.000Z;null;null
2016-12-08T16:50:20.000Z;null;null
2016-12-08T16:50:30.000Z;null;null
2016-12-08T16:50:40.000Z;null;null
2016-12-08T16:50:50.000Z;null;null
2016-12-08T16:51:00.000Z;27524.650390625;8131.25244140625
2016-12-08T16:51:10.000Z;null;null
2016-12-08T16:51:20.000Z;null;null
2016-12-08T16:51:30.000Z;null;null
2016-12-08T16:51:40.000Z;null;null
2016-12-08T16:51:50.000Z;null;null
2016-12-08T16:52:00.000Z;25496.88671875;14494.138671875
2016-12-08T16:52:10.000Z;null;null
2016-12-08T16:52:20.000Z;null;null
2016-12-08T16:52:30.000Z;null;null
2016-12-08T16:52:40.000Z;null;null
2016-12-08T16:52:50.000Z;null;null
2016-12-08T16:53:00.000Z;27975.283203125;8618.376953125
2016-12-08T16:53:10.000Z;null;null
2016-12-08T16:53:20.000Z;null;null
2016-12-08T16:53:30.000Z;null;null
2016-12-08T16:53:40.000Z;null;null
2016-12-08T16:53:50.000Z;null;null
2016-12-08T16:54:00.000Z;27062.556640625;8452.5615234375
2016-12-08T16:54:10.000Z;null;null
2016-12-08T16:54:20.000Z;null;null
2016-12-08T16:54:30.000Z;null;null
2016-12-08T16:54:40.000Z;null;null
2016-12-08T16:54:50.000Z;null;null
2016-12-08T16:55:00.000Z;34105.6171875;21658.435546875
2016-12-08T16:55:10.000Z;null;null
2016-12-08T16:55:20.000Z;null;null
2016-12-08T16:55:30.000Z;null;null
2016-12-08T16:55:40.000Z;null;null
2016-12-08T16:55:50.000Z;null;null
2016-12-08T16:56:00.000Z;26794.4921875;23883.458984375
2016-12-08T16:56:10.000Z;null;null
2016-12-08T16:56:20.000Z;null;null
2016-12-08T16:56:30.000Z;null;null
2016-12-08T16:56:40.000Z;null;null
2016-12-08T16:56:50.000Z;null;null
2016-12-08T16:57:00.000Z;34512.2734375;35395.29296875
2016-12-08T16:57:10.000Z;null;null
2016-12-08T16:57:20.000Z;null;null
2016-12-08T16:57:30.000Z;null;null
2016-12-08T16:57:40.000Z;null;null
2016-12-08T16:57:50.000Z;null;null
2016-12-08T16:58:00.000Z;28836.265625;24406.12109375
2016-12-08T16:58:10.000Z;null;null
2016-12-08T16:58:20.000Z;null;null
2016-12-08T16:58:30.000Z;null;null
2016-12-08T16:58:40.000Z;null;null
2016-12-08T16:58:50.000Z;null;null
2016-12-08T16:59:00.000Z;25689.478515625;7188.58544921875
2016-12-08T16:59:10.000Z;null;null
2016-12-08T16:59:20.000Z;null;null
2016-12-08T16:59:30.000Z;null;null
2016-12-08T16:59:40.000Z;null;null
2016-12-08T16:59:50.000Z;null;null
2016-12-08T17:00:00.000Z;28852.490234375;9565.9052734375
2016-12-08T17:00:10.000Z;null;null
2016-12-08T17:00:20.000Z;null;null
2016-12-08T17:00:30.000Z;null;null
2016-12-08T17:00:40.000Z;null;null
2016-12-08T17:00:50.000Z;null;null
2016-12-08T17:01:00.000Z;26971.82421875;7844.044921875
2016-12-08T17:01:10.000Z;null;null
2016-12-08T17:01:20.000Z;null;null
2016-12-08T17:01:30.000Z;null;null
2016-12-08T17:01:40.000Z;null;null
2016-12-08T17:01:50.000Z;null;null
2016-12-08T17:02:00.000Z;25144.353515625;7800.45458984375
2016-12-08T17:02:10.000Z;null;null
2016-12-08T17:02:20.000Z;null;null
2016-12-08T17:02:30.000Z;null;null
2016-12-08T17:02:40.000Z;null;null
2016-12-08T17:02:50.000Z;null;null
2016-12-08T17:03:00.000Z;32434.2734375;10792.849609375
2016-12-08T17:03:10.000Z;null;null
2016-12-08T17:03:20.000Z;null;null
2016-12-08T17:03:30.000Z;null;null
2016-12-08T17:03:40.000Z;null;null
2016-12-08T17:03:50.000Z;null;null
2016-12-08T17:04:00.000Z;24989.78515625;7347.65625
2016-12-08T17:04:10.000Z;null;null
2016-12-08T17:04:20.000Z;null;null
2016-12-08T17:04:30.000Z;null;null
2016-12-08T17:04:40.000Z;null;null
2016-12-08T17:04:50.000Z;null;null
2016-12-08T17:05:00.000Z;26294.9921875;8254.9755859375
2016-12-08T17:05:10.000Z;null;null
2016-12-08T17:05:20.000Z;null;null
2016-12-08T17:05:30.000Z;null;null
2016-12-08T17:05:40.000Z;null;null
2016-12-08T17:05:50.000Z;null;null
2016-12-08T17:06:00.000Z;30064.046875;9602.697265625
2016-12-08T17:06:10.000Z;null;null
2016-12-08T17:06:20.000Z;null;null
2016-12-08T17:06:30.000Z;null;null
2016-12-08T17:06:40.000Z;null;null
2016-12-08T17:06:50.000Z;null;null
2016-12-08T17:07:00.000Z;28285.71484375;16177.0107421875
2016-12-08T17:07:10.000Z;null;null
2016-12-08T17:07:20.000Z;null;null
2016-12-08T17:07:30.000Z;null;null
2016-12-08T17:07:40.000Z;null;null
2016-12-08T17:07:50.000Z;null;null
2016-12-08T17:08:00.000Z;26749.5390625;8352.771484375
2016-12-08T17:08:10.000Z;null;null
2016-12-08T17:08:20.000Z;null;null
2016-12-08T17:08:30.000Z;null;null
2016-12-08T17:08:40.000Z;null;null
2016-12-08T17:08:50.000Z;null;null
2016-12-08T17:09:00.000Z;25393.322265625;8194.9697265625
2016-12-08T17:09:10.000Z;null;null
2016-12-08T17:09:20.000Z;null;null
2016-12-08T17:09:30.000Z;null;null
2016-12-08T17:09:40.000Z;null;null
2016-12-08T17:09:50.000Z;null;null
2016-12-08T17:10:00.000Z;30023.53515625;9334.26953125
2016-12-08T17:10:10.000Z;null;null
2016-12-08T17:10:20.000Z;null;null
2016-12-08T17:10:30.000Z;null;null
2016-12-08T17:10:40.000Z;null;null
2016-12-08T17:10:50.000Z;null;null
2016-12-08T17:11:00.000Z;27854.787109375;12874.7109375
2016-12-08T17:11:10.000Z;null;null
2016-12-08T17:11:20.000Z;null;null
2016-12-08T17:11:30.000Z;null;null
2016-12-08T17:11:40.000Z;null;null
2016-12-08T17:11:50.000Z;null;null
2016-12-08T17:12:00.000Z;25192.630859375;7682.9814453125
2016-12-08T17:12:10.000Z;null;null
2016-12-08T17:12:20.000Z;null;null
2016-12-08T17:12:30.000Z;null;null
2016-12-08T17:12:40.000Z;null;null
2016-12-08T17:12:50.000Z;null;null
2016-12-08T17:13:00.000Z;29724.40234375;9264.0439453125
2016-12-08T17:13:10.000Z;null;null
2016-12-08T17:13:20.000Z;null;null
2016-12-08T17:13:30.000Z;null;null
2016-12-08T17:13:40.000Z;null;null
2016-12-08T17:13:50.000Z;null;null
2016-12-08T17:14:00.000Z;26916.78515625;13101.744140625
2016-12-08T17:14:10.000Z;null;null
2016-12-08T17:14:20.000Z;null;null
2016-12-08T17:14:30.000Z;null;null
2016-12-08T17:14:40.000Z;null;null
2016-12-08T17:14:50.000Z;null;null
2016-12-08T17:15:00.000Z;32606;23556.48046875
2016-12-08T17:15:10.000Z;null;null
2016-12-08T17:15:20.000Z;null;null
2016-12-08T17:15:30.000Z;null;null
2016-12-08T17:15:40.000Z;null;null
2016-12-08T17:15:50.000Z;null;null
2016-12-08T17:16:00.000Z;33281.45703125;56492.4375
2016-12-08T17:16:10.000Z;null;null
2016-12-08T17:16:20.000Z;null;null
2016-12-08T17:16:30.000Z;null;null
2016-12-08T17:16:40.000Z;null;null
2016-12-08T17:16:50.000Z;null;null
2016-12-08T17:17:00.000Z;28215.62109375;8831.1162109375
2016-12-08T17:17:10.000Z;null;null
2016-12-08T17:17:20.000Z;null;null
2016-12-08T17:17:30.000Z;null;null
2016-12-08T17:17:40.000Z;null;null
2016-12-08T17:17:50.000Z;null;null
2016-12-08T17:18:00.000Z;56107.4921875;25498.279296875
2016-12-08T17:18:10.000Z;null;null
2016-12-08T17:18:20.000Z;null;null
2016-12-08T17:18:30.000Z;null;null
2016-12-08T17:18:40.000Z;null;null
2016-12-08T17:18:50.000Z;null;null
2016-12-08T17:19:00.000Z;27067.361328125;9073.4052734375
2016-12-08T17:19:10.000Z;null;null
2016-12-08T17:19:20.000Z;null;null
2016-12-08T17:19:30.000Z;null;null
2016-12-08T17:19:40.000Z;null;null
2016-12-08T17:19:50.000Z;null;null
2016-12-08T17:20:00.000Z;30425.724609375;9804.341796875
2016-12-08T17:20:10.000Z;null;null
2016-12-08T17:20:20.000Z;null;null
2016-12-08T17:20:30.000Z;null;null
2016-12-08T17:20:40.000Z;null;null
2016-12-08T17:20:50.000Z;null;null
2016-12-08T17:21:00.000Z;25027.173828125;7602.9072265625
2016-12-08T17:21:10.000Z;null;null
2016-12-08T17:21:20.000Z;null;null
2016-12-08T17:21:30.000Z;null;null
2016-12-08T17:21:40.000Z;null;null
2016-12-08T17:21:50.000Z;null;null
2016-12-08T17:22:00.000Z;27231.19140625;8506.6728515625
2016-12-08T17:22:10.000Z;null;null
2016-12-08T17:22:20.000Z;null;null
2016-12-08T17:22:30.000Z;null;null
2016-12-08T17:22:40.000Z;null;null
2016-12-08T17:22:50.000Z;null;null
2016-12-08T17:23:00.000Z;25878.947265625;7601.1865234375
2016-12-08T17:23:10.000Z;null;null
2016-12-08T17:23:20.000Z;null;null
2016-12-08T17:23:30.000Z;null;null
2016-12-08T17:23:40.000Z;null;null
2016-12-08T17:23:50.000Z;null;null
2016-12-08T17:24:00.000Z;28834.142578125;14425.2021484375
2016-12-08T17:24:10.000Z;null;null
2016-12-08T17:24:20.000Z;null;null
2016-12-08T17:24:30.000Z;null;null
2016-12-08T17:24:40.000Z;null;null
2016-12-08T17:24:50.000Z;null;null
